Type,Start,End
exon,33797918,33797995
exon,33811040,33811109
UTR,33811348,33811468
exon,33811348,33811658
gene,33811348,33854366
transcript,33811348,33854366
start_codon,33811469,33811471
CDS,33811469,33811658
exon,33848467,33848644
CDS,33848467,33848644
exon,33850952,33851066
CDS,33850952,33851066
exon,33852077,33852203
CDS,33852077,33852203
CDS,33853496,33853557
exon,33853496,33854366
stop_codon,33853558,33853560
UTR,33853558,33854366
exon,33912323,33912756
gene,33912323,33913336
transcript,33912323,33913336
exon,33913048,33913336
gene,33965162,33965576
transcript,33965162,33965576
exon,33965162,33965576
exon,33980679,33983596
transcript,33980679,33993180
gene,33980679,33994357
exon,33985617,33990013
transcript,33985617,33991818
exon,33991775,33991818
exon,33991775,33993180
exon,33992488,33992905
transcript,33992488,33994355
exon,33993060,33993150
exon,33993646,33994131
UTR,33993646,33994131
transcript,33993646,34084884
gene,33993646,34108308
exon,33993911,33994131
UTR,33993911,33994131
transcript,33993911,34084884
exon,33994205,33994355
exon,34014969,34015107
gene,34014969,34017749
transcript,34014969,34017749
exon,34016458,34016598
exon,34017427,34017749
exon,34031522,34031604
UTR,34031522,34031604
exon,34031522,34031604
UTR,34031522,34031604
gene,34049119,34049190
transcript,34049119,34049190
exon,34049119,34049190
UTR,34072066,34072074
UTR,34072066,34072074
exon,34072066,34072330
exon,34072066,34072330
start_codon,34072075,34072077
start_codon,34072075,34072077
CDS,34072075,34072330
CDS,34072075,34072330
exon,34073563,34073635
CDS,34073563,34073635
exon,34073563,34073635
CDS,34073563,34073635
exon,34073819,34073866
CDS,34073819,34073866
exon,34075874,34076040
CDS,34075874,34076040
exon,34075874,34076040
CDS,34075874,34076040
exon,34076702,34076815
CDS,34076702,34076815
exon,34076702,34076815
CDS,34076702,34076815
exon,34077028,34077245
CDS,34077028,34077245
exon,34077028,34077245
CDS,34077028,34077245
CDS,34078505,34078546
CDS,34078505,34078546
exon,34078505,34078553
exon,34078505,34078553
stop_codon,34078547,34078549
stop_codon,34078547,34078549
UTR,34078547,34078553
UTR,34078547,34078553
exon,34079910,34084884
UTR,34079910,34084884
exon,34079910,34084884
UTR,34079910,34084884
UTR,34088309,34089732
exon,34088309,34089905
gene,34088309,34112243
transcript,34088309,34112243
stop_codon,34089730,34089732
CDS,34089733,34089905
exon,34090517,34090602
CDS,34090517,34090602
exon,34093675,34093731
CDS,34093675,34093731
exon,34096657,34096805
CDS,34096657,34096805
exon,34097416,34097516
CDS,34097416,34097516
exon,34098498,34098633
CDS,34098498,34098633
exon,34103462,34103565
CDS,34103462,34103565
exon,34105368,34105545
CDS,34105368,34105545
CDS,34112096,34112110
exon,34112096,34112243
start_codon,34112108,34112110
UTR,34112111,34112243
gene,34122470,34123290
transcript,34122470,34123290
exon,34122470,34123290
exon,34132270,34132510
gene,34132270,34136485
transcript,34132270,34136485
exon,34135501,34136485
exon,34194569,34194760
UTR,34194569,34194760
transcript,34194569,34269176
gene,34194569,34269344
gene,34213495,34215892
transcript,34213495,34215892
exon,34213495,34215892
exon,34234840,34235030
gene,34234840,34281173
transcript,34234840,34281173
exon,34241423,34241489
UTR,34241423,34241489
transcript,34241423,34269344
gene,34245953,34246537
transcript,34245953,34246537
exon,34245953,34246537
exon,34249999,34250138
UTR,34260365,34260374
UTR,34260365,34260374
exon,34260365,34260534
exon,34260365,34260534
start_codon,34260375,34260377
start_codon,34260375,34260377
CDS,34260375,34260534
CDS,34260375,34260534
exon,34262832,34262893
CDS,34262832,34262893
exon,34262832,34262893
CDS,34262832,34262893
CDS,34268991,34269164
CDS,34268991,34269164
exon,34268991,34269176
exon,34268991,34269344
stop_codon,34269165,34269167
stop_codon,34269165,34269167
UTR,34269165,34269176
UTR,34269165,34269344
UTR,34280268,34281036
exon,34280268,34281165
transcript,34280268,34303355
gene,34280268,34311802
UTR,34280270,34281036
exon,34280270,34281165
transcript,34280270,34311802
exon,34281027,34281173
stop_codon,34281034,34281036
stop_codon,34281034,34281036
CDS,34281037,34281165
CDS,34281037,34281165
exon,34281632,34281778
gene,34281632,34286466
transcript,34281632,34286466
exon,34285440,34285634
CDS,34285440,34285634
exon,34285440,34285634
CDS,34285440,34285634
exon,34286028,34286466
exon,34290332,34290449
CDS,34290332,34290449
exon,34290332,34290449
CDS,34290332,34290449
exon,34290551,34290638
CDS,34290551,34290638
exon,34290551,34290638
CDS,34290551,34290638
exon,34290731,34290938
CDS,34290731,34290938
exon,34290731,34290938
CDS,34290731,34290938
exon,34291419,34291531
CDS,34291419,34291531
exon,34291419,34291531
CDS,34291419,34291531
exon,34292358,34292507
CDS,34292358,34292507
exon,34292358,34292507
CDS,34292358,34292507
exon,34294081,34294156
CDS,34294081,34294156
exon,34294081,34294156
CDS,34294081,34294156
CDS,34295395,34295529
exon,34295395,34295585
CDS,34295395,34295585
exon,34295395,34295585
start_codon,34295527,34295529
UTR,34295530,34295585
CDS,34303243,34303270
exon,34303243,34303355
start_codon,34303268,34303270
UTR,34303271,34303355
exon,34311472,34311802
UTR,34311472,34311802
gene,34347671,34347785
transcript,34347671,34347785
exon,34347671,34347785
gene,34363241,34540748
exon,34363273,34363349
UTR,34363273,34363349
transcript,34363273,34511773
exon,34363276,34363349
UTR,34363276,34363349
transcript,34363276,34508115
exon,34363280,34363349
UTR,34363280,34363349
transcript,34363280,34509407
exon,34363299,34363349
UTR,34363299,34363349
transcript,34363299,34510354
exon,34363311,34363349
UTR,34363311,34363349
transcript,34363311,34509407
exon,34363312,34363349
UTR,34363312,34363349
transcript,34363312,34508035
exon,34363316,34363349
UTR,34363316,34363349
transcript,34363316,34508088
exon,34369394,34369470
UTR,34369394,34369470
exon,34369394,34369470
UTR,34369394,34369470
exon,34369394,34369470
UTR,34369394,34369470
exon,34369394,34369470
UTR,34369394,34369470
exon,34369394,34369470
UTR,34369394,34369470
exon,34369394,34369470
UTR,34369394,34369470
exon,34369394,34369470
UTR,34369394,34369470
gene,34384165,34384265
transcript,34384165,34384265
exon,34384165,34384265
UTR,34393770,34393811
UTR,34393770,34393811
exon,34393770,34393881
exon,34393770,34393881
UTR,34393791,34393811
UTR,34393791,34393811
UTR,34393791,34393811
UTR,34393791,34393811
exon,34393791,34393881
exon,34393791,34393881
UTR,34393791,34393881
exon,34393791,34393881
exon,34393791,34393881
exon,34393791,34393881
start_codon,34393812,34393814
start_codon,34393812,34393814
start_codon,34393812,34393814
start_codon,34393812,34393814
start_codon,34393812,34393814
start_codon,34393812,34393814
CDS,34393812,34393881
CDS,34393812,34393881
CDS,34393812,34393881
CDS,34393812,34393881
CDS,34393812,34393881
CDS,34393812,34393881
exon,34397208,34397321
CDS,34397208,34397321
gene,34402149,34402696
transcript,34402149,34402696
exon,34402149,34402696
exon,34408651,34408792
CDS,34408651,34408792
exon,34408651,34408792
CDS,34408651,34408792
exon,34408651,34408792
CDS,34408651,34408792
exon,34408651,34408792
CDS,34408651,34408792
exon,34408651,34408792
CDS,34408651,34408792
exon,34408651,34408792
CDS,34408651,34408792
UTR,34412515,34412632
exon,34412515,34412639
CDS,34412515,34412639
exon,34412515,34412639
exon,34412515,34412639
CDS,34412515,34412639
exon,34412515,34412639
CDS,34412515,34412639
exon,34412515,34412639
CDS,34412515,34412639
exon,34412515,34412639
CDS,34412515,34412639
exon,34412515,34412639
CDS,34412515,34412639
start_codon,34412633,34412635
CDS,34412633,34412639
exon,34413742,34413879
CDS,34413742,34413879
exon,34413742,34413879
CDS,34413742,34413879
exon,34413742,34413879
CDS,34413742,34413879
exon,34413742,34413879
CDS,34413742,34413879
exon,34413742,34413879
CDS,34413742,34413879
exon,34413742,34413879
CDS,34413742,34413879
exon,34413742,34413879
CDS,34413742,34413879
exon,34417117,34417239
CDS,34417117,34417239
exon,34417117,34417239
CDS,34417117,34417239
exon,34424480,34424525
CDS,34424480,34424525
exon,34424480,34424525
CDS,34424480,34424525
exon,34424480,34424525
CDS,34424480,34424525
exon,34424480,34424525
CDS,34424480,34424525
exon,34424480,34424525
CDS,34424480,34424525
exon,34424480,34424525
CDS,34424480,34424525
exon,34424480,34424525
CDS,34424480,34424525
exon,34438474,34438631
CDS,34438474,34438631
exon,34438474,34438631
CDS,34438474,34438631
exon,34438474,34438631
CDS,34438474,34438631
exon,34438474,34438631
CDS,34438474,34438631
exon,34438474,34438631
CDS,34438474,34438631
exon,34438474,34438631
CDS,34438474,34438631
exon,34438474,34438631
CDS,34438474,34438631
exon,34440155,34440344
CDS,34440155,34440344
exon,34440155,34440344
CDS,34440155,34440344
exon,34440155,34440344
CDS,34440155,34440344
exon,34440155,34440344
CDS,34440155,34440344
exon,34440155,34440344
CDS,34440155,34440344
exon,34440155,34440344
CDS,34440155,34440344
exon,34440155,34440344
CDS,34440155,34440344
exon,34441592,34441695
gene,34441592,34442025
transcript,34441592,34442025
exon,34441831,34442025
exon,34442208,34442303
CDS,34442208,34442303
exon,34442208,34442303
CDS,34442208,34442303
exon,34442208,34442303
CDS,34442208,34442303
exon,34442208,34442303
CDS,34442208,34442303
exon,34442208,34442303
CDS,34442208,34442303
exon,34442208,34442303
CDS,34442208,34442303
exon,34445287,34445461
CDS,34445287,34445461
exon,34445287,34445461
CDS,34445287,34445461
exon,34445287,34445461
CDS,34445287,34445461
exon,34445287,34445461
CDS,34445287,34445461
exon,34445287,34445461
CDS,34445287,34445461
exon,34445287,34445461
CDS,34445287,34445461
exon,34445287,34445461
CDS,34445287,34445461
exon,34449411,34449480
CDS,34449411,34449480
exon,34449411,34449480
CDS,34449411,34449480
exon,34449411,34449480
CDS,34449411,34449480
exon,34449411,34449480
CDS,34449411,34449480
exon,34449411,34449480
CDS,34449411,34449480
exon,34449411,34449480
CDS,34449411,34449480
exon,34449411,34449480
CDS,34449411,34449480
exon,34450930,34450999
gene,34450930,34454552
transcript,34450930,34454552
exon,34454415,34454552
exon,34457390,34457474
CDS,34457390,34457474
exon,34457390,34457474
CDS,34457390,34457474
exon,34457390,34457474
CDS,34457390,34457474
exon,34457390,34457474
CDS,34457390,34457474
exon,34457390,34457474
CDS,34457390,34457474
exon,34457390,34457474
CDS,34457390,34457474
exon,34457390,34457474
CDS,34457390,34457474
exon,34462093,34462221
CDS,34462093,34462221
exon,34462093,34462221
CDS,34462093,34462221
exon,34462093,34462221
CDS,34462093,34462221
exon,34462093,34462221
CDS,34462093,34462221
exon,34462093,34462221
CDS,34462093,34462221
exon,34462093,34462221
CDS,34462093,34462221
exon,34462093,34462221
CDS,34462093,34462221
gene,34466325,34466418
transcript,34466325,34466418
exon,34466325,34466418
exon,34470048,34470120
CDS,34470048,34470120
exon,34470048,34470120
CDS,34470048,34470120
exon,34470048,34470120
CDS,34470048,34470120
exon,34470048,34470120
CDS,34470048,34470120
exon,34470048,34470120
CDS,34470048,34470120
exon,34470048,34470120
CDS,34470048,34470120
exon,34470048,34470120
CDS,34470048,34470120
exon,34471444,34471515
CDS,34471444,34471515
exon,34471444,34471515
CDS,34471444,34471515
exon,34471444,34471515
CDS,34471444,34471515
exon,34471444,34471515
CDS,34471444,34471515
exon,34471444,34471515
CDS,34471444,34471515
exon,34471444,34471515
CDS,34471444,34471515
exon,34471444,34471515
CDS,34471444,34471515
gene,34475924,34476474
transcript,34475924,34476474
exon,34475924,34476474
gene,34476205,34476787
transcript,34476205,34476787
exon,34476205,34476787
exon,34477772,34477860
CDS,34477772,34477860
exon,34477772,34477860
CDS,34477772,34477860
exon,34477772,34477860
CDS,34477772,34477860
exon,34477772,34477860
CDS,34477772,34477860
exon,34477772,34477860
CDS,34477772,34477860
exon,34477772,34477860
CDS,34477772,34477860
exon,34479630,34479789
CDS,34479630,34479789
exon,34479630,34479789
CDS,34479630,34479789
exon,34479630,34479789
CDS,34479630,34479789
exon,34479630,34479789
CDS,34479630,34479789
exon,34479630,34479789
CDS,34479630,34479789
exon,34479630,34479789
CDS,34479630,34479789
exon,34480599,34480732
CDS,34480599,34480732
exon,34480599,34480732
CDS,34480599,34480732
exon,34480599,34480732
CDS,34480599,34480732
exon,34480599,34480732
CDS,34480599,34480732
exon,34480599,34480732
CDS,34480599,34480732
exon,34480599,34480732
CDS,34480599,34480732
exon,34480599,34480732
CDS,34480599,34480732
exon,34481066,34481206
CDS,34481066,34481206
exon,34481066,34481206
CDS,34481066,34481206
exon,34481066,34481206
CDS,34481066,34481206
exon,34481066,34481206
CDS,34481066,34481206
exon,34481066,34481206
CDS,34481066,34481206
exon,34481066,34481206
CDS,34481066,34481206
exon,34481066,34481206
CDS,34481066,34481206
exon,34489266,34489386
CDS,34489266,34489386
exon,34489266,34489386
CDS,34489266,34489386
exon,34489266,34489386
CDS,34489266,34489386
exon,34489266,34489386
CDS,34489266,34489386
exon,34489266,34489386
CDS,34489266,34489386
exon,34489266,34489386
CDS,34489266,34489386
exon,34489266,34489386
CDS,34489266,34489386
exon,34489822,34489926
CDS,34489822,34489926
exon,34489822,34489926
CDS,34489822,34489926
exon,34489822,34489926
CDS,34489822,34489926
exon,34489822,34489926
CDS,34489822,34489926
exon,34489822,34489926
CDS,34489822,34489926
exon,34489822,34489926
CDS,34489822,34489926
exon,34489822,34489926
CDS,34489822,34489926
exon,34492501,34492597
CDS,34492501,34492597
exon,34492501,34492597
CDS,34492501,34492597
exon,34492501,34492597
CDS,34492501,34492597
exon,34492501,34492597
CDS,34492501,34492597
exon,34492501,34492597
CDS,34492501,34492597
exon,34492501,34492597
CDS,34492501,34492597
exon,34492501,34492597
CDS,34492501,34492597
exon,34504331,34504403
CDS,34504331,34504403
exon,34504331,34504403
CDS,34504331,34504403
exon,34504331,34504403
CDS,34504331,34504403
exon,34504331,34504403
CDS,34504331,34504403
exon,34504331,34504403
CDS,34504331,34504403
exon,34504331,34504403
CDS,34504331,34504403
exon,34504331,34504403
CDS,34504331,34504403
CDS,34507695,34507791
CDS,34507695,34507791
CDS,34507695,34507791
CDS,34507695,34507791
CDS,34507695,34507791
CDS,34507695,34507791
CDS,34507695,34507791
exon,34507695,34508035
exon,34507695,34508088
exon,34507695,34508115
exon,34507695,34509407
exon,34507695,34509407
exon,34507695,34510354
exon,34507695,34511773
stop_codon,34507792,34507794
stop_codon,34507792,34507794
stop_codon,34507792,34507794
stop_codon,34507792,34507794
stop_codon,34507792,34507794
stop_codon,34507792,34507794
stop_codon,34507792,34507794
UTR,34507792,34508035
UTR,34507792,34508088
UTR,34507792,34508115
UTR,34507792,34509407
UTR,34507792,34509407
UTR,34507792,34510354
UTR,34507792,34511773
gene,34516414,34540958
UTR,34516422,34516458
exon,34516422,34516461
transcript,34516422,34540958
UTR,34516444,34516458
exon,34516444,34516461
transcript,34516444,34531221
UTR,34516455,34516717
exon,34516455,34516876
transcript,34516455,34540958
CDS,34516459,34516461
start_codon,34516459,34516461
CDS,34516459,34516461
start_codon,34516459,34516461
start_codon,34516718,34516720
CDS,34516718,34516876
exon,34526268,34526343
CDS,34526268,34526343
exon,34526268,34526343
CDS,34526268,34526343
exon,34526268,34526343
CDS,34526268,34526343
gene,34526510,34526606
transcript,34526510,34526606
exon,34526510,34526606
CDS,34529852,34529913
exon,34529852,34531221
stop_codon,34529914,34529916
UTR,34529914,34531221
exon,34534628,34534795
CDS,34534628,34534795
exon,34534628,34534795
CDS,34534628,34534795
CDS,34540581,34540621
CDS,34540581,34540621
exon,34540581,34540958
exon,34540581,34540958
stop_codon,34540622,34540624
stop_codon,34540622,34540624
UTR,34540622,34540958
UTR,34540622,34540958
exon,34546854,34546916
UTR,34546854,34546916
gene,34546854,34560345
transcript,34546854,34560345
UTR,34549905,34549977
exon,34549905,34550029
start_codon,34549978,34549980
CDS,34549978,34550029
UTR,34558718,34558868
UTR,34558718,34558868
exon,34558718,34558908
exon,34558718,34558908
transcript,34558718,34560345
transcript,34558718,34560345
start_codon,34558869,34558871
start_codon,34558869,34558871
CDS,34558869,34558908
CDS,34558869,34558908
exon,34559208,34559263
CDS,34559208,34559263
exon,34559208,34559263
CDS,34559208,34559263
exon,34559208,34559263
CDS,34559208,34559263
exon,34559347,34559453
CDS,34559347,34559453
exon,34559347,34559453
CDS,34559347,34559453
exon,34559347,34559453
CDS,34559347,34559453
CDS,34559736,34559895
CDS,34559736,34559895
CDS,34559736,34559895
exon,34559736,34559905
exon,34559736,34560345
exon,34559736,34560345
stop_codon,34559896,34559898
stop_codon,34559896,34559898
stop_codon,34559896,34559898
UTR,34559896,34559905
UTR,34559896,34560345
UTR,34559896,34560345
exon,34560172,34560345
UTR,34560172,34560345
UTR,34560542,34560868
exon,34560542,34560979
transcript,34560542,34677092
gene,34560542,34698790
stop_codon,34560866,34560868
stop_codon,34560866,34560868
UTR,34560866,34560868
exon,34560866,34560979
transcript,34560866,34677085
CDS,34560869,34560979
CDS,34560869,34560979
exon,34575104,34575246
CDS,34575104,34575246
exon,34575104,34575246
CDS,34575104,34575246
exon,34581548,34581672
CDS,34581548,34581672
exon,34581548,34581672
CDS,34581548,34581672
exon,34585437,34585580
CDS,34585437,34585580
exon,34585437,34585580
CDS,34585437,34585580
exon,34588453,34588607
CDS,34588453,34588607
exon,34588453,34588607
CDS,34588453,34588607
exon,34616042,34616139
CDS,34616042,34616139
exon,34616042,34616139
CDS,34616042,34616139
exon,34634615,34634715
CDS,34634615,34634715
exon,34634615,34634715
CDS,34634615,34634715
exon,34637876,34637985
CDS,34637876,34637985
exon,34637876,34637985
CDS,34637876,34637985
exon,34644164,34644226
CDS,34644164,34644226
exon,34644164,34644226
CDS,34644164,34644226
exon,34645275,34645334
CDS,34645275,34645334
exon,34657180,34657244
CDS,34657180,34657244
exon,34657180,34657244
CDS,34657180,34657244
CDS,34676956,34677085
exon,34676956,34677085
CDS,34676956,34677085
exon,34676956,34677092
start_codon,34677083,34677085
start_codon,34677083,34677085
UTR,34677086,34677092
gene,34688688,34688978
transcript,34688688,34688978
exon,34688688,34688978
gene,34689097,34825651
exon,34704339,34704512
UTR,34704339,34704512
gene,34704339,34713439
transcript,34704339,34713439
exon,34704344,34704512
UTR,34704344,34704512
transcript,34704344,34713436
exon,34705358,34705474
UTR,34705358,34705474
UTR,34708691,34708739
UTR,34708691,34708739
exon,34708691,34708863
exon,34708691,34708863
start_codon,34708740,34708742
start_codon,34708740,34708742
CDS,34708740,34708863
CDS,34708740,34708863
exon,34709236,34709524
CDS,34709236,34709524
exon,34709236,34709524
CDS,34709236,34709524
CDS,34710058,34710304
CDS,34710058,34710304
exon,34710058,34713436
exon,34710058,34713439
stop_codon,34710305,34710307
stop_codon,34710305,34710307
UTR,34710305,34713436
UTR,34710305,34713439
UTR,34714774,34715324
UTR,34714774,34715324
exon,34714774,34715365
exon,34714774,34715365
transcript,34714774,34821639
transcript,34714774,34825651
UTR,34714775,34715324
exon,34714775,34715365
transcript,34714775,34825630
stop_codon,34715322,34715324
stop_codon,34715322,34715324
stop_codon,34715322,34715324
CDS,34715325,34715365
CDS,34715325,34715365
CDS,34715325,34715365
exon,34727259,34727407
CDS,34727259,34727407
exon,34727259,34727407
CDS,34727259,34727407
exon,34727259,34727407
CDS,34727259,34727407
exon,34732559,34732595
CDS,34732559,34732595
exon,34732559,34732595
CDS,34732559,34732595
exon,34732559,34732595
CDS,34732559,34732595
exon,34736690,34736758
CDS,34736690,34736758
exon,34736690,34736758
CDS,34736690,34736758
exon,34736690,34736758
CDS,34736690,34736758
stop_codon,34738898,34738900
UTR,34738898,34738900
exon,34738898,34738932
transcript,34738898,34825630
CDS,34738901,34738932
exon,34740363,34743341
CDS,34740363,34743341
exon,34740363,34743341
CDS,34740363,34743341
exon,34741401,34741607
gene,34741401,34807447
transcript,34741401,34807447
exon,34746807,34746928
CDS,34746807,34746928
exon,34746807,34746928
CDS,34746807,34746928
exon,34746807,34746928
CDS,34746807,34746928
exon,34746807,34746928
CDS,34746807,34746928
exon,34749403,34750519
CDS,34749403,34750519
exon,34749403,34750519
CDS,34749403,34750519
exon,34749403,34750519
CDS,34749403,34750519
exon,34749403,34750519
CDS,34749403,34750519
exon,34754722,34754868
CDS,34754722,34754868
exon,34754722,34754868
CDS,34754722,34754868
exon,34754722,34754868
CDS,34754722,34754868
exon,34754722,34754868
CDS,34754722,34754868
exon,34757220,34758104
CDS,34757220,34758104
exon,34757220,34758104
CDS,34757220,34758104
exon,34757220,34758104
CDS,34757220,34758104
exon,34757220,34758104
CDS,34757220,34758104
exon,34758805,34758933
CDS,34758805,34758933
exon,34758805,34758933
CDS,34758805,34758933
exon,34758805,34758933
CDS,34758805,34758933
exon,34758805,34758933
CDS,34758805,34758933
exon,34760334,34760398
exon,34768464,34768586
CDS,34768464,34768586
exon,34768464,34768586
CDS,34768464,34768586
exon,34768464,34768586
CDS,34768464,34768586
exon,34768464,34768586
CDS,34768464,34768586
exon,34776293,34776448
CDS,34776293,34776448
exon,34776293,34776448
CDS,34776293,34776448
exon,34776293,34776448
CDS,34776293,34776448
exon,34776293,34776448
CDS,34776293,34776448
CDS,34782121,34782355
CDS,34782121,34782355
CDS,34782121,34782355
CDS,34782121,34782355
exon,34782121,34782404
exon,34782121,34782404
exon,34782121,34782404
exon,34782121,34782404
start_codon,34782353,34782355
start_codon,34782353,34782355
start_codon,34782353,34782355
start_codon,34782353,34782355
UTR,34782356,34782404
UTR,34782356,34782404
UTR,34782356,34782404
UTR,34782356,34782404
exon,34792450,34792563
UTR,34792450,34792563
exon,34792450,34792563
UTR,34792450,34792563
exon,34792450,34792563
UTR,34792450,34792563
exon,34792450,34792563
UTR,34792450,34792563
exon,34807123,34807447
exon,34809453,34809522
UTR,34809453,34809522
exon,34819302,34821639
UTR,34819302,34821639
exon,34825472,34825630
UTR,34825472,34825630
exon,34825472,34825630
UTR,34825472,34825630
exon,34825472,34825651
UTR,34825472,34825651
exon,34833575,34833979
gene,34833575,34834462
transcript,34833575,34834462
exon,34834295,34834462
UTR,34844720,34845330
exon,34844720,34845491
gene,34844720,34872856
transcript,34844720,34872856
stop_codon,34845328,34845330
CDS,34845331,34845491
exon,34849961,34850060
CDS,34849961,34850060
exon,34851231,34851368
CDS,34851231,34851368
exon,34852155,34852272
CDS,34852155,34852272
exon,34852389,34852538
CDS,34852389,34852538
exon,34854531,34854619
CDS,34854531,34854619
exon,34854796,34854923
CDS,34854796,34854923
exon,34856806,34856893
CDS,34856806,34856893
exon,34859443,34859639
CDS,34859443,34859639
exon,34859969,34860042
CDS,34859969,34860042
exon,34860254,34860321
CDS,34860254,34860321
exon,34861445,34861562
CDS,34861445,34861562
exon,34862814,34862965
CDS,34862814,34862965
exon,34863313,34863548
CDS,34863313,34863548
gene,34872146,34927962
CDS,34872647,34872815
exon,34872647,34872856
start_codon,34872813,34872815
UTR,34872816,34872856
UTR,34876612,34876645
exon,34876612,34876823
transcript,34876612,34927959
UTR,34876614,34876645
exon,34876614,34876823
transcript,34876614,34927962
start_codon,34876646,34876648
start_codon,34876646,34876648
CDS,34876646,34876823
CDS,34876646,34876823
exon,34882794,34882989
CDS,34882794,34882989
exon,34882794,34882989
CDS,34882794,34882989
exon,34913096,34913187
CDS,34913096,34913187
exon,34913096,34913187
CDS,34913096,34913187
exon,34913393,34913496
CDS,34913393,34913496
exon,34913393,34913496
CDS,34913393,34913496
exon,34913753,34913825
CDS,34913753,34913825
exon,34913753,34913825
CDS,34913753,34913825
exon,34914096,34914171
CDS,34914096,34914171
exon,34914096,34914171
CDS,34914096,34914171
exon,34914323,34914437
CDS,34914323,34914437
exon,34914323,34914437
CDS,34914323,34914437
exon,34915218,34915256
CDS,34915218,34915256
exon,34919435,34919572
CDS,34919435,34919572
exon,34919435,34919572
CDS,34919435,34919572
exon,34920539,34920709
CDS,34920539,34920709
exon,34920539,34920709
CDS,34920539,34920709
exon,34921006,34921139
CDS,34921006,34921139
exon,34921006,34921139
CDS,34921006,34921139
exon,34921330,34921462
CDS,34921330,34921462
exon,34921330,34921462
CDS,34921330,34921462
exon,34921544,34921600
CDS,34921544,34921600
exon,34921544,34921600
CDS,34921544,34921600
exon,34921786,34921866
CDS,34921786,34921866
exon,34921786,34921866
CDS,34921786,34921866
exon,34923323,34923431
CDS,34923323,34923431
exon,34923323,34923431
CDS,34923323,34923431
exon,34925698,34925766
CDS,34925698,34925766
exon,34925698,34925766
CDS,34925698,34925766
exon,34926105,34926281
CDS,34926105,34926281
exon,34926105,34926281
CDS,34926105,34926281
exon,34926877,34926951
CDS,34926877,34926951
exon,34926877,34926951
CDS,34926877,34926951
CDS,34927087,34927211
CDS,34927087,34927211
exon,34927087,34927959
exon,34927087,34927962
stop_codon,34927212,34927214
stop_codon,34927212,34927214
UTR,34927212,34927959
UTR,34927212,34927962
UTR,34928432,34928830
exon,34928432,34928951
transcript,34928432,34955806
gene,34928432,34956027
UTR,34928433,34928830
exon,34928433,34928951
transcript,34928433,34955785
UTR,34928473,34929188
exon,34928473,34929237
transcript,34928473,34955783
UTR,34928479,34928830
UTR,34928479,34928830
exon,34928479,34928951
exon,34928479,34928951
transcript,34928479,34955635
transcript,34928479,34956027
stop_codon,34928828,34928830
stop_codon,34928828,34928830
stop_codon,34928828,34928830
stop_codon,34928828,34928830
stop_codon,34928828,34928830
UTR,34928828,34928830
exon,34928828,34928951
transcript,34928828,34951852
CDS,34928831,34928951
CDS,34928831,34928951
CDS,34928831,34928951
CDS,34928831,34928951
CDS,34928831,34928951
stop_codon,34929186,34929188
CDS,34929189,34929237
exon,34929401,34929590
CDS,34929401,34929590
exon,34929401,34929590
CDS,34929401,34929590
exon,34929401,34929590
CDS,34929401,34929590
exon,34929401,34929590
CDS,34929401,34929590
exon,34929401,34929590
CDS,34929401,34929590
exon,34929401,34929590
CDS,34929401,34929590
exon,34931336,34931417
CDS,34931336,34931417
exon,34931336,34931417
CDS,34931336,34931417
exon,34931336,34931417
CDS,34931336,34931417
exon,34931336,34931417
CDS,34931336,34931417
exon,34931336,34931417
CDS,34931336,34931417
exon,34931336,34931417
CDS,34931336,34931417
exon,34931939,34932133
CDS,34931939,34932133
exon,34931939,34932133
CDS,34931939,34932133
exon,34931939,34932133
CDS,34931939,34932133
exon,34931939,34932133
CDS,34931939,34932133
exon,34931939,34932133
CDS,34931939,34932133
exon,34931939,34932133
CDS,34931939,34932133
exon,34935576,34935642
CDS,34935576,34935642
exon,34935576,34935642
CDS,34935576,34935642
exon,34935576,34935642
CDS,34935576,34935642
exon,34935576,34935642
CDS,34935576,34935642
exon,34935576,34935642
CDS,34935576,34935642
exon,34935576,34935642
CDS,34935576,34935642
exon,34936763,34936840
CDS,34936763,34936840
exon,34936763,34936840
CDS,34936763,34936840
exon,34936763,34936840
CDS,34936763,34936840
exon,34936763,34936840
CDS,34936763,34936840
exon,34936763,34936840
CDS,34936763,34936840
exon,34936763,34936840
CDS,34936763,34936840
exon,34936943,34937023
CDS,34936943,34937023
exon,34936943,34937023
CDS,34936943,34937023
exon,34936943,34937023
CDS,34936943,34937023
exon,34936943,34937023
CDS,34936943,34937023
exon,34936943,34937023
CDS,34936943,34937023
exon,34936943,34937023
CDS,34936943,34937023
exon,34941713,34941829
CDS,34941713,34941829
exon,34941713,34941829
CDS,34941713,34941829
exon,34941713,34941829
CDS,34941713,34941829
exon,34941713,34941829
CDS,34941713,34941829
exon,34942488,34942627
CDS,34942488,34942627
exon,34942488,34942627
CDS,34942488,34942627
exon,34942488,34942627
CDS,34942488,34942627
exon,34942488,34942627
CDS,34942488,34942627
exon,34942931,34943006
CDS,34942931,34943006
exon,34942931,34943006
CDS,34942931,34943006
exon,34942931,34943006
CDS,34942931,34943006
exon,34942931,34943006
CDS,34942931,34943006
exon,34945953,34946098
CDS,34945953,34946098
exon,34945953,34946098
CDS,34945953,34946098
exon,34945953,34946098
CDS,34945953,34946098
exon,34945953,34946098
CDS,34945953,34946098
exon,34945953,34946098
CDS,34945953,34946098
exon,34945953,34946098
CDS,34945953,34946098
