Type,Start,End
stop_codon,36754246,36754248
stop_codon,36754246,36754248
stop_codon,36754246,36754248
CDS,36754249,36754417
CDS,36754249,36754417
CDS,36754249,36754417
CDS,36754249,36754417
CDS,36754249,36754417
exon,36756542,36756755
CDS,36756542,36756755
exon,36756542,36756755
CDS,36756542,36756755
exon,36756542,36756755
CDS,36756542,36756755
exon,36756542,36756755
CDS,36756542,36756755
exon,36756542,36756755
CDS,36756542,36756755
exon,36759727,36759841
CDS,36759727,36759841
exon,36759727,36759841
CDS,36759727,36759841
exon,36759727,36759841
CDS,36759727,36759841
exon,36759727,36759841
CDS,36759727,36759841
exon,36759727,36759841
CDS,36759727,36759841
exon,36765012,36765172
CDS,36765012,36765172
exon,36765012,36765172
CDS,36765012,36765172
exon,36765012,36765172
CDS,36765012,36765172
exon,36765012,36765172
CDS,36765012,36765172
exon,36765012,36765172
CDS,36765012,36765172
exon,36767218,36767285
CDS,36767218,36767285
exon,36767218,36767285
CDS,36767218,36767285
exon,36767218,36767285
CDS,36767218,36767285
exon,36767218,36767285
CDS,36767218,36767285
exon,36767218,36767285
CDS,36767218,36767285
gene,36803984,36806284
transcript,36803984,36806284
exon,36803984,36804265
exon,36806036,36806284
gene,36851911,36852028
transcript,36851911,36852028
exon,36851911,36852028
exon,36896860,36897131
CDS,36896860,36897131
exon,36896860,36897131
CDS,36896860,36897131
exon,36896860,36897131
CDS,36896860,36897131
exon,36896860,36897131
CDS,36896860,36897131
exon,36896860,36897131
CDS,36896860,36897131
exon,36930251,36930433
CDS,36930251,36930433
exon,36930251,36930433
CDS,36930251,36930433
exon,36930251,36930433
CDS,36930251,36930433
exon,36930251,36930433
CDS,36930251,36930433
exon,36930251,36930433
CDS,36930251,36930433
exon,36936449,36937392
CDS,36936449,36937392
exon,36936449,36937392
CDS,36936449,36937392
exon,36936449,36937392
CDS,36936449,36937392
exon,36936449,36937392
CDS,36936449,36937392
exon,36936449,36937392
CDS,36936449,36937392
exon,36938832,36938994
CDS,36938832,36938994
exon,36938832,36938994
CDS,36938832,36938883
exon,36938832,36938994
CDS,36938832,36938883
exon,36938832,36938994
CDS,36938832,36938883
exon,36938832,36938994
CDS,36938832,36938883
start_codon,36938881,36938883
start_codon,36938881,36938883
start_codon,36938881,36938883
start_codon,36938881,36938883
UTR,36938884,36938994
UTR,36938884,36938994
UTR,36938884,36938994
UTR,36938884,36938994
gene,36943267,36944125
transcript,36943267,36944125
exon,36943267,36943516
exon,36943837,36944125
exon,36946009,36946154
UTR,36946009,36946154
exon,36946009,36946154
UTR,36946009,36946154
exon,36947333,36948287
UTR,36947333,36948287
exon,36962036,36962170
CDS,36962036,36962170
exon,36962036,36962170
UTR,36962036,36962170
exon,36962036,36962170
UTR,36962036,36962170
exon,36962036,36962170
UTR,36962036,36962170
exon,36962036,36962170
UTR,36962036,36962170
exon,36966444,36966669
CDS,36966444,36966638
exon,36966444,36966473
UTR,36966444,36966473
gene,36966461,36975164
transcript,36966461,36970942
exon,36966461,36966611
transcript,36966485,36975164
exon,36966485,36966611
transcript,36966512,36971828
exon,36966512,36966611
start_codon,36966636,36966638
UTR,36966639,36966669
exon,36968554,36970942
exon,36968554,36968807
exon,36968554,36968807
exon,36969601,36969620
exon,36971765,36971828
exon,36972007,36972249
exon,36973600,36975164
exon,36980641,36980789
UTR,36980641,36980789
exon,36980784,36980964
UTR,36980784,36980964
gene,36986739,36986851
transcript,36986739,36986851
exon,36986739,36986851
exon,36990158,36990236
UTR,36990158,36990236
gene,36994643,36995075
transcript,36994643,36995075
exon,36994643,36995075
gene,37006150,37019662
transcript,37006702,37019662
exon,37006702,37006876
UTR,37006702,37006772
CDS,37006773,37006876
start_codon,37006773,37006775
exon,37008157,37008223
CDS,37008157,37008223
exon,37013551,37013618
CDS,37013551,37013618
exon,37017874,37019662
CDS,37017874,37018204
stop_codon,37018205,37018207
UTR,37018205,37019662
gene,37045530,37045636
transcript,37045530,37045636
exon,37045530,37045636
gene,37062846,37073170
transcript,37062846,37072811
exon,37062846,37065712
UTR,37062846,37065584
transcript,37065374,37072900
exon,37065374,37065712
UTR,37065374,37065584
transcript,37065374,37073011
exon,37065374,37065712
UTR,37065374,37065584
transcript,37065374,37073071
exon,37065374,37065712
UTR,37065374,37065584
transcript,37065374,37073170
exon,37065374,37065712
UTR,37065374,37065584
stop_codon,37065582,37065584
stop_codon,37065582,37065584
stop_codon,37065582,37065584
stop_codon,37065582,37065584
stop_codon,37065582,37065584
CDS,37065585,37065712
CDS,37065585,37065712
CDS,37065585,37065712
CDS,37065585,37065712
CDS,37065585,37065712
exon,37067262,37067380
CDS,37067262,37067380
exon,37067262,37067380
CDS,37067262,37067380
exon,37067262,37067380
CDS,37067262,37067380
exon,37067262,37067380
CDS,37067262,37067380
exon,37067262,37067380
CDS,37067262,37067380
exon,37069552,37069624
CDS,37069552,37069624
exon,37069552,37069624
CDS,37069552,37069624
exon,37069552,37069624
CDS,37069552,37069624
exon,37069552,37069624
CDS,37069552,37069624
exon,37069552,37069624
CDS,37069552,37069624
exon,37072145,37072310
CDS,37072145,37072148
start_codon,37072146,37072148
UTR,37072149,37072310
exon,37072434,37072811
CDS,37072434,37072587
exon,37072434,37072537
CDS,37072434,37072515
exon,37072434,37072537
CDS,37072434,37072515
exon,37072434,37072537
CDS,37072434,37072515
exon,37072434,37072537
UTR,37072434,37072537
start_codon,37072513,37072515
start_codon,37072513,37072515
start_codon,37072513,37072515
UTR,37072516,37072537
UTR,37072516,37072537
UTR,37072516,37072537
start_codon,37072585,37072587
UTR,37072588,37072811
exon,37072848,37072900
UTR,37072848,37072900
exon,37072991,37073011
UTR,37072991,37073011
exon,37073000,37073071
UTR,37073000,37073071
exon,37073000,37073170
UTR,37073000,37073170
gene,37073226,37203112
transcript,37073226,37202779
exon,37073226,37073364
UTR,37073226,37073364
transcript,37073254,37203107
exon,37073254,37073473
UTR,37073254,37073473
transcript,37073267,37203082
exon,37073267,37073364
UTR,37073267,37073364
transcript,37073274,37203080
exon,37073274,37073364
UTR,37073274,37073364
transcript,37073277,37203070
exon,37073277,37073473
UTR,37073277,37073473
transcript,37073281,37153323
exon,37073281,37073364
UTR,37073281,37073364
transcript,37073290,37099098
exon,37073290,37073364
UTR,37073290,37073364
transcript,37073348,37203080
exon,37073348,37073473
UTR,37073348,37073473
transcript,37081596,37203112
exon,37081596,37084331
UTR,37081596,37084331
transcript,37085790,37203112
exon,37085790,37087401
UTR,37085790,37087257
exon,37087247,37087401
UTR,37087247,37087257
exon,37087247,37087401
UTR,37087247,37087257
exon,37087247,37087401
UTR,37087247,37087257
exon,37087247,37087401
UTR,37087247,37087257
exon,37087247,37087401
UTR,37087247,37087257
exon,37087247,37087401
UTR,37087247,37087257
CDS,37087258,37087401
start_codon,37087258,37087260
CDS,37087258,37087401
start_codon,37087258,37087260
CDS,37087258,37087401
start_codon,37087258,37087260
CDS,37087258,37087401
start_codon,37087258,37087260
CDS,37087258,37087401
start_codon,37087258,37087260
CDS,37087258,37087401
start_codon,37087258,37087260
CDS,37087258,37087401
start_codon,37087258,37087260
exon,37087833,37087875
CDS,37087833,37087875
exon,37087833,37087875
CDS,37087833,37087875
exon,37087833,37087875
CDS,37087833,37087875
exon,37087833,37087875
CDS,37087833,37087875
exon,37087833,37087875
CDS,37087833,37087875
exon,37087833,37087875
CDS,37087833,37087875
exon,37087833,37087875
CDS,37087833,37087875
exon,37088196,37088346
CDS,37088196,37088346
exon,37088196,37088346
CDS,37088196,37088346
exon,37088196,37088346
CDS,37088196,37088346
exon,37088196,37088346
CDS,37088196,37088346
exon,37088196,37088346
CDS,37088196,37088346
exon,37088196,37088346
CDS,37088196,37088346
exon,37088196,37088346
CDS,37088196,37088346
exon,37088799,37088886
CDS,37088799,37088886
exon,37088799,37088886
CDS,37088799,37088886
exon,37088799,37088886
CDS,37088799,37088886
exon,37088799,37088886
CDS,37088799,37088886
exon,37088799,37088886
CDS,37088799,37088886
exon,37088799,37088886
CDS,37088799,37088886
exon,37088799,37088886
CDS,37088799,37088886
exon,37090233,37090286
CDS,37090233,37090286
exon,37090233,37090286
CDS,37090233,37090286
exon,37090233,37090286
CDS,37090233,37090286
exon,37090233,37090286
CDS,37090233,37090286
exon,37090233,37090286
CDS,37090233,37090286
exon,37090233,37090286
CDS,37090233,37090286
exon,37090233,37090286
CDS,37090233,37090286
exon,37090542,37090589
CDS,37090542,37090589
exon,37091293,37091413
CDS,37091293,37091413
exon,37091293,37091413
CDS,37091293,37091413
exon,37091293,37091413
CDS,37091293,37091413
exon,37091293,37091413
CDS,37091293,37091413
exon,37091293,37091413
CDS,37091293,37091413
exon,37091293,37091413
CDS,37091293,37091413
exon,37091293,37091413
CDS,37091293,37091413
exon,37094005,37094090
CDS,37094005,37094090
exon,37094005,37094090
CDS,37094005,37094090
exon,37094005,37094090
CDS,37094005,37094090
exon,37094005,37094090
CDS,37094005,37094090
exon,37094005,37094090
CDS,37094005,37094090
exon,37094005,37094090
CDS,37094005,37094090
exon,37094005,37094090
CDS,37094005,37094090
exon,37095350,37095444
CDS,37095350,37095444
exon,37095350,37095444
CDS,37095350,37095444
exon,37095350,37095444
CDS,37095350,37095444
exon,37095350,37095444
CDS,37095350,37095444
exon,37095350,37095444
CDS,37095350,37095444
exon,37095350,37095444
CDS,37095350,37095444
exon,37095350,37095444
CDS,37095350,37095444
exon,37096581,37096643
CDS,37096581,37096643
exon,37096581,37096643
CDS,37096581,37096643
exon,37096581,37096643
CDS,37096581,37096643
exon,37096581,37096643
CDS,37096581,37096643
exon,37096581,37096643
CDS,37096581,37096643
exon,37096581,37096643
CDS,37096581,37096643
exon,37096581,37096643
CDS,37096581,37096643
exon,37097915,37099098
CDS,37097915,37097969
stop_codon,37097970,37097972
UTR,37097970,37099098
gene,37100814,37101343
transcript,37100814,37101343
exon,37100814,37101343
exon,37108392,37108446
UTR,37108392,37108446
exon,37108392,37108446
CDS,37108392,37108446
exon,37108392,37108446
CDS,37108392,37108446
exon,37108392,37108446
CDS,37108392,37108446
exon,37108392,37108446
UTR,37108392,37108446
exon,37108392,37108446
UTR,37108392,37108446
exon,37108392,37108446
CDS,37108392,37108446
exon,37108392,37108446
CDS,37108392,37108446
exon,37108392,37108446
CDS,37108392,37108446
exon,37121817,37121979
UTR,37121817,37121846
exon,37121817,37121979
CDS,37121817,37121979
exon,37121817,37121979
CDS,37121817,37121979
exon,37121817,37121979
CDS,37121817,37121979
exon,37121817,37121979
UTR,37121817,37121846
exon,37121817,37121979
UTR,37121817,37121846
exon,37121817,37121979
CDS,37121817,37121979
exon,37121817,37121979
CDS,37121817,37121979
exon,37121817,37121979
CDS,37121817,37121979
CDS,37121847,37121979
start_codon,37121847,37121849
CDS,37121847,37121979
start_codon,37121847,37121849
CDS,37121847,37121979
start_codon,37121847,37121849
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37122983,37123028
CDS,37122983,37123028
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37124619,37124742
CDS,37124619,37124742
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37126080,37126143
CDS,37126080,37126143
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37129003,37129063
CDS,37129003,37129063
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37132682,37132766
CDS,37132682,37132766
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37135380,37135514
CDS,37135380,37135514
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37138634,37138714
CDS,37138634,37138714
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37140561,37140673
CDS,37140561,37140673
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37144525,37144645
CDS,37144525,37144645
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37147481,37147603
CDS,37147481,37147603
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37148546,37148647
CDS,37148546,37148647
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150078,37150170
CDS,37150078,37150170
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37150820,37150884
CDS,37150820,37150884
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37151893,37152029
CDS,37151893,37152029
exon,37152951,37153277
CDS,37152951,37153277
exon,37152951,37153277
CDS,37152951,37153277
exon,37152951,37153277
CDS,37152951,37153277
exon,37152951,37153277
CDS,37152951,37153277
exon,37152951,37153277
CDS,37152951,37153277
exon,37152951,37153323
CDS,37152951,37153303
exon,37152951,37153277
CDS,37152951,37153277
exon,37152951,37153277
CDS,37152951,37153277
exon,37152951,37153277
CDS,37152951,37153277
stop_codon,37153304,37153306
UTR,37153304,37153323
exon,37156655,37156906
CDS,37156655,37156906
exon,37156655,37156906
CDS,37156655,37156906
exon,37156655,37156906
CDS,37156655,37156906
exon,37156655,37156906
CDS,37156655,37156906
exon,37156655,37156906
CDS,37156655,37156906
exon,37156655,37156906
CDS,37156655,37156906
exon,37156655,37156906
CDS,37156655,37156906
exon,37156655,37156906
CDS,37156655,37156906
exon,37157161,37157214
CDS,37157161,37157214
exon,37159699,37159745
CDS,37159699,37159745
exon,37159699,37159745
CDS,37159699,37159745
exon,37159699,37159745
CDS,37159699,37159745
exon,37159699,37159745
CDS,37159699,37159745
exon,37159699,37159745
CDS,37159699,37159745
exon,37159699,37159745
CDS,37159699,37159745
exon,37159699,37159745
CDS,37159699,37159745
exon,37159699,37159745
CDS,37159699,37159745
exon,37160802,37160858
CDS,37160802,37160858
exon,37160802,37160858
CDS,37160802,37160858
exon,37160802,37160858
CDS,37160802,37160858
exon,37160802,37160858
CDS,37160802,37160858
exon,37160802,37160858
CDS,37160802,37160858
exon,37160802,37160858
CDS,37160802,37160858
exon,37160802,37160858
CDS,37160802,37160858
exon,37160802,37160858
CDS,37160802,37160858
exon,37161990,37162063
CDS,37161990,37162063
exon,37161990,37162063
CDS,37161990,37162063
exon,37161990,37162063
CDS,37161990,37162063
exon,37161990,37162063
CDS,37161990,37162063
exon,37161990,37162063
CDS,37161990,37162063
exon,37161990,37162063
CDS,37161990,37162063
exon,37161990,37162063
CDS,37161990,37162063
exon,37161990,37162063
CDS,37161990,37162063
exon,37164051,37164215
CDS,37164051,37164215
exon,37164051,37164215
CDS,37164051,37164215
exon,37164051,37164215
CDS,37164051,37164215
exon,37164051,37164215
CDS,37164051,37164215
exon,37164051,37164215
CDS,37164051,37164215
exon,37164051,37164215
CDS,37164051,37164215
exon,37164051,37164215
CDS,37164051,37164215
exon,37164051,37164215
CDS,37164051,37164215
exon,37165550,37166615
CDS,37165550,37166615
exon,37165550,37166615
CDS,37165550,37166615
exon,37165550,37166615
CDS,37165550,37166615
exon,37165550,37166615
CDS,37165550,37166615
exon,37165550,37166615
CDS,37165550,37166615
exon,37165550,37166615
CDS,37165550,37166615
exon,37165550,37166615
CDS,37165550,37166615
exon,37165550,37166615
CDS,37165550,37166615
exon,37167555,37167620
CDS,37167555,37167620
exon,37167555,37167620
CDS,37167555,37167620
exon,37167555,37167620
CDS,37167555,37167620
exon,37167555,37167620
CDS,37167555,37167620
exon,37167555,37167620
CDS,37167555,37167620
exon,37167555,37167620
CDS,37167555,37167620
exon,37167555,37167620
CDS,37167555,37167620
exon,37167555,37167620
CDS,37167555,37167620
exon,37172595,37172744
CDS,37172595,37172744
exon,37172595,37172744
CDS,37172595,37172744
exon,37172595,37172744
CDS,37172595,37172744
exon,37172595,37172744
CDS,37172595,37172744
exon,37172595,37172744
CDS,37172595,37172744
exon,37172595,37172744
CDS,37172595,37172744
exon,37172595,37172744
CDS,37172595,37172744
exon,37172595,37172744
CDS,37172595,37172744
exon,37182774,37182913
CDS,37182774,37182913
exon,37182774,37182913
CDS,37182774,37182913
exon,37182774,37182913
CDS,37182774,37182913
exon,37182774,37182913
CDS,37182774,37182913
exon,37182774,37182913
CDS,37182774,37182913
exon,37182774,37182913
CDS,37182774,37182913
exon,37182774,37182913
CDS,37182774,37182913
exon,37182774,37182913
CDS,37182774,37182913
exon,37185706,37185774
CDS,37185706,37185774
exon,37185706,37185774
CDS,37185706,37185774
exon,37185706,37185774
CDS,37185706,37185774
exon,37185706,37185774
CDS,37185706,37185774
exon,37185706,37185774
CDS,37185706,37185774
exon,37185706,37185774
CDS,37185706,37185774
exon,37185706,37185774
CDS,37185706,37185774
exon,37185706,37185774
CDS,37185706,37185774
exon,37187049,37187145
CDS,37187049,37187145
exon,37187049,37187145
CDS,37187049,37187145
exon,37187049,37187145
CDS,37187049,37187145
exon,37187049,37187145
CDS,37187049,37187145
exon,37187049,37187145
CDS,37187049,37187145
exon,37187049,37187145
CDS,37187049,37187145
exon,37187049,37187145
CDS,37187049,37187145
exon,37187049,37187145
CDS,37187049,37187145
gene,37187666,37193926
transcript,37187666,37193926
exon,37187666,37188643
exon,37188495,37188595
CDS,37188495,37188595
exon,37188495,37188595
CDS,37188495,37188595
exon,37188495,37188595
CDS,37188495,37188595
exon,37188495,37188595
CDS,37188495,37188595
exon,37188495,37188595
CDS,37188495,37188595
exon,37188495,37188595
CDS,37188495,37188595
exon,37188495,37188595
CDS,37188495,37188595
exon,37188495,37188595
CDS,37188495,37188595
exon,37191334,37191424
CDS,37191334,37191424
exon,37191334,37191424
CDS,37191334,37191424
exon,37191334,37191424
CDS,37191334,37191424
exon,37191334,37191424
CDS,37191334,37191424
exon,37191334,37191424
CDS,37191334,37191424
exon,37191334,37191424
CDS,37191334,37191424
exon,37191334,37191424
CDS,37191334,37191424
exon,37191334,37191424
CDS,37191334,37191424
exon,37192112,37192213
CDS,37192112,37192213
exon,37192112,37192213
CDS,37192112,37192213
exon,37192112,37192213
CDS,37192112,37192213
exon,37192112,37192213
CDS,37192112,37192213
exon,37192112,37192213
CDS,37192112,37192213
exon,37192112,37192213
CDS,37192112,37192213
exon,37192112,37192213
CDS,37192112,37192213
exon,37192112,37192213
CDS,37192112,37192213
exon,37193808,37193926
exon,37195675,37196036
CDS,37195675,37196036
exon,37195675,37196036
CDS,37195675,37196036
exon,37195675,37196036
CDS,37195675,37196036
exon,37195675,37196036
CDS,37195675,37196036
exon,37195675,37196036
CDS,37195675,37196036
exon,37195675,37196036
CDS,37195675,37196036
exon,37195675,37196036
CDS,37195675,37196036
exon,37195675,37196036
CDS,37195675,37196036
exon,37197570,37197696
CDS,37197570,37197696
exon,37197570,37197696
CDS,37197570,37197696
exon,37197570,37197696
CDS,37197570,37197696
exon,37197570,37197696
CDS,37197570,37197696
exon,37197570,37197696
CDS,37197570,37197696
exon,37197570,37197696
CDS,37197570,37197696
exon,37197570,37197696
CDS,37197570,37197696
exon,37197570,37197696
CDS,37197570,37197696
exon,37197882,37198025
CDS,37197882,37198025
exon,37197882,37198025
CDS,37197882,37198025
exon,37197882,37198025
CDS,37197882,37198025
exon,37197882,37198025
CDS,37197882,37198025
exon,37197882,37198025
CDS,37197882,37198025
exon,37197882,37198025
CDS,37197882,37198025
exon,37197882,37198025
CDS,37197882,37198025
exon,37197882,37198025
CDS,37197882,37198025
exon,37200232,37200324
CDS,37200232,37200324
exon,37200232,37200324
CDS,37200232,37200324
exon,37200232,37200324
CDS,37200232,37200324
exon,37200232,37200324
CDS,37200232,37200324
exon,37200232,37200324
CDS,37200232,37200324
exon,37200232,37200324
CDS,37200232,37200324
exon,37200232,37200324
CDS,37200232,37200324
exon,37200232,37200324
CDS,37200232,37200324
exon,37201440,37202779
CDS,37201440,37201571
exon,37201440,37203107
CDS,37201440,37201571
exon,37201440,37203082
CDS,37201440,37201571
exon,37201440,37201570
CDS,37201440,37201570
exon,37201440,37203070
CDS,37201440,37201571
exon,37201440,37203080
CDS,37201440,37201571
exon,37201440,37203112
CDS,37201440,37201571
exon,37201440,37203112
CDS,37201440,37201571
stop_codon,37201572,37201574
UTR,37201572,37202779
stop_codon,37201572,37201574
UTR,37201572,37203107
stop_codon,37201572,37201574
UTR,37201572,37203082
stop_codon,37201572,37201574
UTR,37201572,37203070
stop_codon,37201572,37201574
UTR,37201572,37203080
stop_codon,37201572,37201574
UTR,37201572,37203112
stop_codon,37201572,37201574
UTR,37201572,37203112
exon,37202284,37203080
CDS,37202284,37202290
stop_codon,37202291,37202293
UTR,37202291,37203080
gene,37208503,37221736
transcript,37208503,37220688
exon,37208503,37208544
transcript,37208503,37220696
exon,37208503,37208544
transcript,37208503,37221736
exon,37208503,37208544
exon,37208654,37208756
exon,37208654,37208756
exon,37208654,37208756
exon,37210005,37210114
exon,37214096,37214153
gene,37215605,37215903
transcript,37215605,37215903
exon,37215605,37215903
exon,37216405,37216493
exon,37216405,37216493
exon,37220238,37220696
exon,37220238,37221736
exon,37220561,37220688
gene,37221419,37237744
transcript,37221419,37237744
exon,37221419,37221597
gene,37223420,37267919
transcript,37223422,37267334
exon,37223422,37225626
UTR,37223422,37225546
transcript,37225299,37267351
exon,37225299,37225626
UTR,37225299,37225546
transcript,37225472,37267346
exon,37225472,37225626
UTR,37225472,37225546
stop_codon,37225544,37225546
stop_codon,37225544,37225546
stop_codon,37225544,37225546
transcript,37225544,37267532
exon,37225544,37225626
stop_codon,37225544,37225546
UTR,37225544,37225546
CDS,37225547,37225626
CDS,37225547,37225626
CDS,37225547,37225626
CDS,37225547,37225626
exon,37227654,37227806
CDS,37227654,37227806
exon,37227654,37227806
CDS,37227654,37227806
exon,37227654,37227806
CDS,37227654,37227806
exon,37227654,37227806
CDS,37227654,37227806
exon,37228223,37228373
CDS,37228223,37228373
exon,37228223,37228373
CDS,37228223,37228373
exon,37228223,37228373
CDS,37228223,37228373
exon,37228223,37228373
CDS,37228223,37228373
exon,37232377,37232451
CDS,37232377,37232451
exon,37232377,37232451
CDS,37232377,37232451
exon,37232377,37232451
CDS,37232377,37232451
exon,37232377,37232451
CDS,37232377,37232451
exon,37233362,37233442
CDS,37233362,37233442
exon,37233362,37233442
CDS,37233362,37233442
exon,37237404,37237744
exon,37238460,37238609
CDS,37238460,37238609
exon,37238460,37238609
CDS,37238460,37238609
exon,37238460,37238609
CDS,37238460,37238609
exon,37240496,37240639
CDS,37240496,37240639
exon,37240496,37240639
CDS,37240496,37240639
exon,37267238,37267334
CDS,37267238,37267294
exon,37267238,37267351
CDS,37267238,37267294
exon,37267238,37267346
CDS,37267238,37267294
exon,37267238,37267532
CDS,37267238,37267294
start_codon,37267292,37267294
start_codon,37267292,37267294
start_codon,37267292,37267294
start_codon,37267292,37267294
UTR,37267295,37267334
UTR,37267295,37267351
UTR,37267295,37267346
UTR,37267295,37267532
gene,37267784,37268497
transcript,37267784,37268497
exon,37267784,37268497
gene,37337382,37366858
transcript,37337382,37366858
exon,37337382,37339454
gene,37365477,37365932
transcript,37365477,37365932
exon,37365477,37365932
gene,37365573,37526358
transcript,37365790,37512531
exon,37365790,37366185
UTR,37365790,37366185
exon,37366672,37366858
transcript,37366773,37526358
exon,37366773,37367628
UTR,37366773,37367628
transcript,37366934,37515172
exon,37366934,37367628
UTR,37366934,37367628
transcript,37367101,37512772
exon,37367101,37367628
UTR,37367101,37367628
transcript,37367557,37515377
exon,37367557,37367628
UTR,37367557,37367628
transcript,37367581,37512947
exon,37367581,37367628
UTR,37367581,37367628
transcript,37375094,37512921
exon,37375094,37375117
UTR,37375094,37375117
exon,37410570,37410670
UTR,37410570,37410670
exon,37415490,37415565
UTR,37415490,37415565
transcript,37418905,37526358
exon,37418905,37420384
UTR,37418905,37420374
